indice_tiempo,empresa,direccion,localidad,provincia,region,producto,precio,fecha_vigencia,empresabandera,latitud,longitud,geojson,abreviatura_provincia,latitud_rad,longitud_rad,cantidad_estaciones_alrededor
2024-08,10 DE SETIEMBRE S.A.,Av. Mosconi 299,LOMAS DEL MIRADOR,BUENOS AIRES,PAMPEANA,GNC,409.9,2024-08-01 13:40:00,PUMA,-34.658476,-58.529443,"{""type"":""Point"",""coordinates"":[-58.529443,-34.658476]}",BA,-0.6049045199234342,-1.0215314897083474,9
2024-08,197 COMBUSTIBLES SRL,Hipolito Iriyoyen 2688,EL TALAR,BUENOS AIRES,,GNC,490.0,2024-08-05 13:44:00,PUMA,-34.47597,-58.66318,"{""type"":""Point"",""coordinates"":[-58.66318,-34.47597]}",BA,-0.6017191893187894,-1.023865640690087,8
2024-09,4 GNC  S.A.,LA QUEMADA 2189,FIRMAT,SANTA FE,CENTRO,GNC,659.0,2024-09-04 14:00:00,BLANCA,-33.46387,-61.49651,"{""type"":""Point"",""coordinates"":[-61.49651,-33.46387]}",SF,-0.5840547119593549,-1.0733165779856182,2
2024-08,ABALSAMO EGIDIO,TRIUNVIRATO 3797,SAN MARTIN,BUENOS AIRES,PAMPEANA,GNC,479.9,2024-08-19 15:42:00,BLANCA,-34.58127,-58.57441,"{""type"":""Point"",""coordinates"":[-58.57441,-34.58127]}",BA,-0.6035570210211395,-1.0223163119130918,4
2024-08,ACCESO SUR SAN LORENZO S.R.L.,RTA AO12 KM 65,SAN LORENZO,SANTA FE,CENTRO,GNC,569.0,2024-08-02 14:00:00,YPF,-32.76575,-60.74394,"{""type"":""Point"",""coordinates"":[-60.74394,-32.76575]}",SF,-0.571870219385332,-1.0601817536338844,4
2024-08,ACTION DUAL S.R.L,JUAN D. PERON 2330,BANFIELD,BUENOS AIRES,,GNC,450.0,2024-08-03 15:32:00,GULF,-34.74335,-58.43025,"{""type"":""Point"",""coordinates"":[-58.43025,-34.74335]}",BA,-0.6063858506727718,-1.0198002452634167,8
2024-08,ACTION VIS S.A.,AVDA BELGRANO 1017,SALTA,SALTA,NOA,GNC,625.0,2024-08-06 14:26:00,BLANCA,-24.7871,-65.41646,"{""type"":""Point"",""coordinates"":[-65.41646,-24.7871]}",S,-0.43261650702108645,-1.1417326119991698,6
2024-09,ADD SRL,RUTA PROVINCIAL N°13 - KM 55.1,LUQUE,CORDOBA,CENTRO,GNC,699.0,2024-09-03 11:26:00,BLANCA,-31.641336,-63.35416,"{""type"":""Point"",""coordinates"":[-63.35416,-31.641336]}",CBA,-0.5522454929298125,-1.1057386868352908,4
2024-08,ADES S.R.L.,AV HOUSSAY ESQ COLECTORA AV BOLIVIA,SALTA,SALTA,,GNC,642.9,2024-08-05 20:37:00,BLANCA,-24.730568,-65.412224,"{""type"":""Point"",""coordinates"":[-65.412224,-24.730568]}",S,-0.43162983748834904,-1.1416586798520552,0
2024-08,ADROGUE DENAK BAT S.A.,ESPORA 1491,ADROGUE,BUENOS AIRES,PAMPEANA,GNC,449.0,2024-08-01 09:52:00,YPF,-34.80892,-58.3883,"{""type"":""Point"",""coordinates"":[-58.3883,-34.80892]}",BA,-0.6075302630633046,-1.0190680796422051,13
2024-08,ADROGUE DENAK BAT S.A.,ESPORA 1498,ADROGUE,BUENOS AIRES,PAMPEANA,GNC,449.0,2024-08-01 09:49:00,YPF,-34.80916,-58.38886,"{""type"":""Point"",""coordinates"":[-58.38886,-34.80916]}",BA,-0.6075344518535093,-1.0190778534860163,13
2024-09,AGAF S.A.,Av. Fuerza Aerea 4510,CORDOBA,CORDOBA,CENTRO,GNC,645.0,2024-09-05 08:45:00,AXION,-31.43237,-64.24583,"{""type"":""Point"",""coordinates"":[-64.24583,-31.43237]}",CBA,-0.54859834820509,-1.1213012641765485,9
2024-08,AGRO COMBUSTIBLES S.R.L.,CALLE 21 N 5396 ESQ. AV. P. N. KIRCHNER,BERAZATEGUI,BUENOS AIRES,PAMPEANA,GNC,519.0,2024-08-03 05:42:00,BLANCA,-34.765179,-58.198365,"{""type"":""Point"",""coordinates"":[-58.198365,-34.765179]}",BA,-0.6067668385951898,-1.0157530885274297,0
2024-09,AGROENERGIA S.A.,AV. CIRCUNVALACIÓN Y SCHMIDT,SANTA ROSA,LA PAMPA,PATAGONIA,GNC,582.0,2024-09-03 14:10:00,AXION,-36.64361,-64.27722,"{""type"":""Point"",""coordinates"":[-64.27722,-36.64361]}",LP,-0.6395516443167194,-1.1218491230287495,4
2024-09,AGROENERGIA SA,RUTA NACIONAL Nº 5 KM 526,CATRILO,LA PAMPA,PATAGONIA,GNC,699.0,2024-09-02 14:00:00,SHELL C.A.P.S.A.,-36.41875,-63.43196,"{""type"":""Point"",""coordinates"":[-63.43196,-36.41875]}",LP,-0.635627096960685,-1.1070965529933423,4
2024-08,AGUERO NORTE S.R.L,CRISOLOGO LARRALDE 5310,WILDE,BUENOS AIRES,PAMPEANA,GNC,489.9,2024-08-02 14:00:00,YPF,-34.70508,-58.3357,"{""type"":""Point"",""coordinates"":[-58.3357,-34.70508]}",BA,-0.6057179131680337,-1.0181500364556562,9
2024-08,AIMETTA Y RIMONDA SRL,"RUTA PROV. 36 KM 717,5",ALMAFUERTE,CORDOBA,CENTRO,GNC,659.0,2024-08-02 16:22:00,GULF,-32.1724,-64.2432,"{""type"":""Point"",""coordinates"":[-64.2432,-32.1724]}",CBA,-0.5615143082686237,-1.1212553620172212,4
2024-08,AL3 MULTISERVICIOS S.A,DON BOSCO 6004,ISIDRO CASANOVA,BUENOS AIRES,PAMPEANA,GNC,449.9,2024-08-03 12:40:00,GULF,-34.680477,-58.615864,"{""type"":""Point"",""coordinates"":[-58.615864,-34.680477]}",BA,-0.6052885098121655,-1.0230398207012135,8
2024-08,ALBERDI 2299 SRL,AV. JUAN B. ALBERDI 2299,CAPITAL FEDERAL,CAPITAL FEDERAL,PAMPEANA,GNC,419.9,2024-08-20 10:07:00,SHELL C.A.P.S.A.,-34.630529,-58.459995,"{""type"":""Point"",""coordinates"":[-58.459995,-34.630529]}",CABA,-0.6044167527573794,-1.0203193934494224,4
2024-08,ALBERDI GAS S.A.,AV. JUAN BAUTISTA ALBERDI 5628,CAPITAL FEDERAL,CAPITAL FEDERAL,PAMPEANA,GNC,380.0,2024-08-05 00:02:00,YPF,-34.65023,-58.50073,"{""type"":""Point"",""coordinates"":[-58.50073,-34.65023]}",CABA,-0.6047606000733148,-1.0210303533202223,5
2024-09,ALCOR SERVICE S.A.,AMANCIO ALCORTA 500,BOULOGNE,BUENOS AIRES,PAMPEANA,GNC,469.9,2024-09-02 13:51:00,AXION,-34.52183,-58.56324,"{""type"":""Point"",""coordinates"":[-58.56324,-34.52183]}",BA,-0.602519597313754,-1.022121358635644,4
2024-09,ALISO SRL,HIPOLITO YRIGOYEN 305,MORON,BUENOS AIRES,PAMPEANA,GNC,409.0,2024-09-02 14:00:00,PUMA,-34.66016,-58.614527,"{""type"":""Point"",""coordinates"":[-58.614527,-34.66016]}",BA,-0.6049339112680377,-1.0230164856491144,4
2024-08,ALKUSAN S.R.L.,ALBERTI 1868,CAPITAL FEDERAL,CAPITAL FEDERAL,PAMPEANA,GNC,469.9,2024-08-02 14:10:00,BLANCA,-34.631825,-58.39878,"{""type"":""Point"",""coordinates"":[-58.39878,-34.631825]}",CABA,-0.6044393722244852,-1.0192509901478142,0
2024-08,ALLEGRETTI SA,21 3134,BERAZATEGUI,BUENOS AIRES,PAMPEANA,GNC,540.0,2024-08-03 10:31:00,YPF,-34.77764,-58.22217,"{""type"":""Point"",""coordinates"":[-58.22217,-34.77764]}",BA,-0.6069843240732807,-1.0161685641558669,4
2024-09,ALLGAS S.A.,De los Incas 3520,ISIDRO CASANOVA,BUENOS AIRES,PAMPEANA,GNC,380.0,2024-09-01 06:20:00,SHELL C.A.P.S.A.,-34.69863,-58.57706,"{""type"":""Point"",""coordinates"":[-58.57706,-34.69863]}",BA,-0.60560533943128,-1.0223625631382696,9
2024-09,ALLUB HERMANOS SRL,RUTA 7 KM 941,LA DORMIDA,MENDOZA,CUYO,GNC,549.0,2024-09-03 13:24:00,YPF,-33.33967,-67.90993,"{""type"":""Point"",""coordinates"":[-67.90993,-33.33967]}",Mza,-0.5818870130283779,-1.1852518732988728,4
2024-08,ALONSO CONSTANTINO RAUL,SOLIS 9531,MAR DEL PLATA,BUENOS AIRES,PAMPEANA,GNC,699.0,2024-08-12 13:51:00,YPF,-37.99948,-57.59845,"{""type"":""Point"",""coordinates"":[-57.59845,-37.99948]}",BA,-0.6632160400457349,-1.0052825965453278,9
2024-08,ALSIGAS S.A.,REMEDIOS DE ESCALADA DE SAN MARTIN 3589,VALENTIN ALSINA,BUENOS AIRES,PAMPEANA,GNC,429.9,2024-08-09 13:52:00,BLANCA,-34.669528,-58.41579,"{""type"":""Point"",""coordinates"":[-58.41579,-34.669528]}",BA,-0.6050974137123646,-1.0195478706535783,10
2024-09,ALTERNATIVE FUELS SA,Av. Fuerza Aerea 2659,CORDOBA,CORDOBA,CENTRO,GNC,640.0,2024-09-05 08:49:00,BLANCA,-31.43132,-64.223523,"{""type"":""Point"",""coordinates"":[-64.223523,-31.43132]}",CBA,-0.5485800222479441,-1.1209119335803062,5
2024-09,ALTO BARRIALES S.A.,LIBERTADOR GENERAL SANMARTIN 1124,LOS BARRIALES,MENDOZA,CUYO,GNC,529.8,2024-09-05 10:24:00,BLANCA,-33.09994,-68.56855,"{""type"":""Point"",""coordinates"":[-68.56855,-33.09994]}",Mza,-0.5777029352125719,-1.1967469608183579,0
2024-08,ALT S.A.,AV. CARCANO N 562,VILLA CARLOS PAZ,CORDOBA,CENTRO,GNC,649.0,2024-08-01 17:00:00,SHELL C.A.P.S.A.,-31.431213,-64.497495,"{""type"":""Point"",""coordinates"":[-64.497495,-31.431213]}",CBA,-0.5485781547456444,-1.12569364703858,6
2024-08,ALVAREZ MARTA MONICA,Avenida Siria 1968,SAN MIGUEL DE TUCUMAN,TUCUMAN,,GNC,596.0,2024-08-09 08:15:00,GULF,-26.80341,-65.20424,"{""type"":""Point"",""coordinates"":[-65.20424,-26.80341]}",T,-0.4678077552619733,-1.1380286742605874,8
2024-09,ALVAREZ MIGUEL ANGEL,RUTA NAC 9 - KM 1304,LOS NOGALES,TUCUMAN,CUYO,GNC,596.0,2024-09-03 09:20:00,SHELL C.A.P.S.A.,-26.747041,-65.21769,"{""type"":""Point"",""coordinates"":[-65.21769,-26.747041]}",T,-0.46682393061591665,-1.1382634210449807,4
2024-08,AMADO MOHAMED FELIPE,AV. TTE. IBAÑEZ ESQ. RODRIGUEZ,GRAL. GUEMES,SALTA,NOA,GNC,643.0,2024-08-03 22:03:00,BLANCA,-24.676583,-65.049105,"{""type"":""Point"",""coordinates"":[-65.049105,-24.676583]}",S,-0.4306876214916599,-1.135321057725506,4
2024-08,AMARU SRL (GALCAP SRL),A. Reyes Catolicos 1490,SALTA,SALTA,NOA,GNC,643.0,2024-08-05 10:00:00,SHELL C.A.P.S.A.,-24.77095,-65.397606,"{""type"":""Point"",""coordinates"":[-65.397606,-24.77095]}",S,-0.43233463634688934,-1.1414035476219988,4
2024-09,AMODEO PABLO,DIAMANTE 430,GODOY CRUZ,MENDOZA,CUYO,GNC,509.0,2024-09-02 14:27:00,BLANCA,-32.926947,-68.822661,"{""type"":""Point"",""coordinates"":[-68.822661,-32.926947]}",Mza,-0.5746836377796694,-1.201182034433893,4
2024-09,AN AGRO S.R.L.,"Autopista Rosario-Córdoba KM. 313,50",ROLDAN,SANTA FE,CENTRO,GNC,848.0,2024-09-02 14:40:00,PUMA,-32.923872,-60.9118,"{""type"":""Point"",""coordinates"":[-60.9118,-32.923872]}",SF,-0.5746299689051706,-1.063111463316282,4
2024-09,ANDINA S.A,AVDA ALTE BROWN 1903,SAN SALVADOR DE JUJUY,JUJUY,NOA,GNC,699.0,2024-09-02 14:22:00,BLANCA,-24.209916,-65.280346,"{""type"":""Point"",""coordinates"":[-65.280346,-24.209916]}",J,-0.4225427458312555,-1.13935697454111,10
2024-09,ANGIONI GNC S.A.,GRAL PEÑALOZA 7788,SANTA FE,SANTA FE,,GNC,685.0,2024-09-04 13:12:00,BLANCA,-31.592069,-60.711769,"{""type"":""Point"",""coordinates"":[-60.711769,-31.592069]}",SF,-0.5513856215672325,-1.0596202637602252,0
2024-08,ANTONIO MERCURI SACIF,RUTA 25 Y MORENO,MATHEU,BUENOS AIRES,PAMPEANA,GNC,498.0,2024-08-03 14:20:00,SHELL C.A.P.S.A.,-34.386956,-58.830135,"{""type"":""Point"",""coordinates"":[-58.830135,-34.386956]}",BA,-0.6001656019384192,-1.0267795551427543,8
2024-08,ANTONIO MERCURI S.A.C.I.F.,RUTA 9 KM. 50 (COLECTORA OESTE),ESCOBAR,BUENOS AIRES,PAMPEANA,GNC,548.0,2024-08-03 14:23:00,SHELL C.A.P.S.A.,-34.35202,-58.80401,"{""type"":""Point"",""coordinates"":[-58.80401,-34.35202]}",BA,-0.5995558537109426,-1.0263235878756707,4
2024-08,ARGENFUEL SA,Av. Pte. Peron 502,VILLA SARMIENTO,BUENOS AIRES,,GNC,449.0,2024-08-19 11:45:00,AXION,-34.63844,-58.57272,"{""type"":""Point"",""coordinates"":[-58.57272,-34.63844]}",BA,-0.6045548257545047,-1.022286815848733,4
2024-08,ARIES COMCO,AV. ALVEAR ESTE 1342,GRAL. ALVEAR,MENDOZA,CUYO,GNC,627.0,2024-08-27 13:55:00,BLANCA,-34.977646,-67.673676,"{""type"":""Point"",""coordinates"":[-67.673676,-34.977646]}",Mza,-0.6104750872970245,-1.181128463127866,4
2024-08,ARIES COMCO II,AV. LIBERTADOR NORTE 713,GRAL. ALVEAR,MENDOZA,CUYO,GNC,627.0,2024-08-27 14:08:00,YPF,-34.970361,-67.688995,"{""type"":""Point"",""coordinates"":[-67.688995,-34.970361]}",Mza,-0.6103479400610167,-1.1813958301159793,4
2024-09,ARMADA ARGENTINA S.A.,Av. Armada Argentina 2150,CORDOBA,CORDOBA,CENTRO,GNC,649.9,2024-09-05 09:52:00,BLANCA,-31.47393,-64.23326,"{""type"":""Point"",""coordinates"":[-64.23326,-31.47393]}",CBA,-0.5493237070422189,-1.121081876289573,2
2024-09,ARMAR SRL,AV. ARMADA ARGENTINA 1860,CORDOBA,CORDOBA,,GNC,649.0,2024-09-05 08:47:00,YPF,-31.469793,-64.227958,"{""type"":""Point"",""coordinates"":[-64.227958,-31.469793]}",CBA,-0.5492515027710638,-1.1209893389326322,4
2024-08,ARRATE JOSE LUIS,AV. 59 N° 4591 ESQ. 98,NECOCHEA,BUENOS AIRES,PAMPEANA,GNC,699.0,2024-08-12 22:00:00,BLANCA,-38.539906,-58.7588,"{""type"":""Point"",""coordinates"":[-58.7588,-38.539906]}",BA,-0.6726482531091178,-1.025534524520844,4
2024-09,ARROYO DUAL S.R.L.,AUTOPISTA ARAMBURU KM 267,ARROYO SECO,SANTA FE,CENTRO,GNC,590.0,2024-09-03 15:44:00,SHELL C.A.P.S.A.,-33.16654,-60.52851,"{""type"":""Point"",""coordinates"":[-60.52851,-33.16654]}",SF,-0.5788653244944001,-1.056421790826313,4
2024-09,ASPRO MZA S.A.,ACCESO SUR 8021,LUJAN DE CUYO,MENDOZA,CUYO,GNC,529.9,2024-09-04 06:00:00,BLANCA,-32.964961,-68.839797,"{""type"":""Point"",""coordinates"":[-68.839797,-32.964961]}",Mza,-0.5753471072415225,-1.201481114054515,4
2024-09,ASPRO MZA S.A.,DR MORENO 716,LAVALLE,MENDOZA,CUYO,GNC,529.9,2024-09-04 06:00:00,BLANCA,-32.722573,-68.607231,"{""type"":""Point"",""coordinates"":[-68.607231,-32.722573]}",Mza,-0.5711166385741984,-1.1974220716263217,1
2024-09,AS & S.A.,LAS HERAS 43,SAN MARTIN,MENDOZA,CUYO,GNC,549.0,2024-09-04 09:31:00,YPF,-33.08458,-68.47208,"{""type"":""Point"",""coordinates"":[-68.47208,-33.08458]}",Mza,-0.5774348526394656,-1.195063241688959,4
2024-08,ASTILLERO S.R.L.,CRUCE DE RUTA NACIONAL 34 Y 50,PICHANAL,SALTA,NOA,GNC,660.0,2024-08-05 10:39:00,REFINOR,-23.30737,-64.21768,"{""type"":""Point"",""coordinates"":[-64.21768,-23.30737]}",S,-0.40679034648055074,-1.1208099539921121,9
2024-08,ATALAYA S.R.L,RUTA NAC. N°9-KM.463,LEONES,CORDOBA,CENTRO,GNC,695.0,2024-08-08 19:00:00,AXION,-32.65361,-62.29361,"{""type"":""Point"",""coordinates"":[-62.29361,-32.65361]}",CBA,-0.5699130071621455,-1.087228597453265,4
2024-09,ATLANTICO AZUL SA,Ruta 3 km 1139 (cruce con ruta 251),SAN ANTONIO OESTE,RIO NEGRO,PATAGONIA,GNC,643.0,2024-09-02 13:59:00,SHELL C.A.P.S.A.,-40.711158,-65.000761,"{""type"":""Point"",""coordinates"":[-65.000761,-40.711158]}",RN,-0.7105437493996296,-1.1344772957519218,4
2024-09,ATLANTICO S.R.L.,Cardenal Cagliero 1475,VIEDMA,RIO NEGRO,PATAGONIA,GNC,643.0,2024-09-02 17:14:00,SHELL C.A.P.S.A.,-40.82328,-62.98344,"{""type"":""Point"",""coordinates"":[-62.98344,-40.82328]}",RN,-0.7125006474635507,-1.0992684022322974,9
2024-08,AUFKOCHEN S.A.C.I.F.I.,SAN MARTIN 2298,LANUS,BUENOS AIRES,PAMPEANA,GNC,469.0,2024-08-12 12:17:00,YPF,-34.69607,-58.40785,"{""type"":""Point"",""coordinates"":[-58.40785,-34.69607]}",BA,-0.605560659002429,-1.01940929151097,4
2024-08,AUTOGAS MORENO GNC SA,Mitre 3299,MORENO,BUENOS AIRES,PAMPEANA,GNC,590.0,2024-08-10 06:00:00,DAPSA S.A.,-34.64749,-58.796499,"{""type"":""Point"",""coordinates"":[-58.796499,-34.64749]}",BA,-0.6047127780518101,-1.0261924961955533,12
2024-08,AZUL COMBUSTIBLES SA,Alem 1906,SANTA FE,SANTA FE,CENTRO,GNC,659.8,2024-08-05 14:00:00,SHELL C.A.P.S.A.,-31.645887,-60.698429,"{""type"":""Point"",""coordinates"":[-60.698429,-31.645887]}",SF,-0.5523249228640708,-1.0593874368380092,4
2024-09,AZUL COMBUSTIBLES SA,ROQUE SAENZ PEÑA 1951,ESPERANZA,SANTA FE,CENTRO,GNC,599.0,2024-09-01 06:00:00,SHELL C.A.P.S.A.,-31.4542989687658,-60.9127837220764,"{""type"":""Point"",""coordinates"":[-60.9127837220764,-31.4542989687658]}",SF,-0.5489810809116202,-1.0631286325054397,4
2024-09,AZULES S.A,BANDERA DE LOS ANDES 3330,VILLA NUEVA,MENDOZA,CUYO,GNC,529.0,2024-09-04 06:00:00,BLANCA,-32.89775,-68.796497222,"{""type"":""Point"",""coordinates"":[-68.796497222,-32.89775]}",Mza,-0.5741740539979646,-1.2007253903630324,0
2024-09,AZULES S.A.,GODOY CRUZ 6596,VILLA NUEVA,MENDOZA,CUYO,GNC,529.0,2024-09-04 06:00:00,BLANCA,-32.901497,-68.760876,"{""type"":""Point"",""coordinates"":[-68.760876,-32.901497]}",Mza,-0.5742394514850367,-1.2001036827555485,4
2024-09,AZULES S.A.,GODOY CRUZ ESQUINA AVELLANEDA,VILLA NUEVA,MENDOZA,CUYO,GNC,529.0,2024-09-04 06:00:00,BLANCA,-32.893552,-68.789834,"{""type"":""Point"",""coordinates"":[-68.789834,-32.893552]}",Mza,-0.5741007850759658,-1.200609095200341,1
2024-08,BAMBURY S.A.,AV. FAIR 410,MONTE GRANDE,BUENOS AIRES,PAMPEANA,GNC,549.9,2024-08-07 15:33:00,YPF,-34.80651,-58.48341,"{""type"":""Point"",""coordinates"":[-58.48341,-34.80651]}",BA,-0.6074882006283315,-1.0207280622937769,4
2024-08,BARALE S.A.,AV. GRAL. SAVIO Nº 1981,RIO TERCERO,CORDOBA,CENTRO,GNC,659.0,2024-08-02 22:00:00,YPF,-32.1702,-64.14552,"{""type"":""Point"",""coordinates"":[-64.14552,-32.1702]}",CBA,-0.5614759110250799,-1.119550524403873,4
2024-08,BARALE S.A.,AV. PTE. ILLIA Nº 176 ESQ. JUAN CARLOS DAVALOS,RIO TERCERO,CORDOBA,CENTRO,GNC,659.0,2024-08-02 22:00:00,YPF,-32.16898,-64.10281,"{""type"":""Point"",""coordinates"":[-64.10281,-32.16898]}",CBA,-0.5614546180082054,-1.1188050942803465,4
2024-08,BARALE S.A,COLECTORA ACCESO A LAGUNA LARGA AUTOPISTA 9 KM 650,LAGUNA LARGA,CORDOBA,,GNC,649.9,2024-08-08 22:00:00,BLANCA,-31.758438,-63.771032,"{""type"":""Point"",""coordinates"":[-63.771032,-31.758438]}",CBA,-0.554289308390483,-1.1130144757946645,0
2024-08,BARBERO HERMANOS S.A.,RUTA 29 KM. 77.500,GRAL. BELGRANO,BUENOS AIRES,PAMPEANA,GNC,699.0,2024-08-20 11:56:00,YPF,-35.77105,-58.52012,"{""type"":""Point"",""coordinates"":[-58.52012,-35.77105]}",BA,-0.6243225993955177,-1.021368772662184,4
2024-08,BARBERO HERMANOS S.A.,RUTA 41 KM. 265,GRAL. BELGRANO,BUENOS AIRES,PAMPEANA,GNC,699.0,2024-08-20 11:57:00,YPF,-35.774059,-58.50669,"{""type"":""Point"",""coordinates"":[-58.50669,-35.774059]}",BA,-0.6243751163527101,-1.0211343749436412,4
2024-09,BARON JOSE ANTONIO,RIVADAVIA 1685,LIBERTADOR GRAL. SAN MARTIN,ENTRE RIOS,CENTRO,GNC,678.0,2024-09-03 14:02:00,BLANCA,-32.066961,-60.446841,"{""type"":""Point"",""coordinates"":[-60.446841,-32.066961]}",ER,-0.5596740505586134,-1.0549963978795016,4
2024-09,BAR S.A.,BOULEVARD PELLEGRINI 3711,SANTA FE,SANTA FE,CENTRO,GNC,685.0,2024-09-03 09:07:00,BLANCA,-31.632709,-60.717591,"{""type"":""Point"",""coordinates"":[-60.717591,-31.632709]}",SF,-0.5520949233752429,-1.0597218768292764,4
2024-08,BASAVILBASO S.R.L.,URQUIZA Y ESTRADA,BASAVILBASO,ENTRE RIOS,CENTRO,GNC,654.0,2024-08-05 08:08:00,AXION,-32.37013,-58.88668,"{""type"":""Point"",""coordinates"":[-58.88668,-32.37013]}",ER,-0.5649653477985921,-1.0277664515682945,4
2024-08,BASSO HNOS S.A.,AVDA.J.B.JUSTO 2035,MAR DEL PLATA,BUENOS AIRES,PAMPEANA,GNC,699.0,2024-08-12 13:35:00,YPF,-38.02633,-57.56094,"{""type"":""Point"",""coordinates"":[-57.56094,-38.02633]}",BA,-0.6636846609498953,-1.004627923542905,9
2024-08,BASSO HNOS S.A.,AVDA.M.DE HOZ 301,MAR DEL PLATA,BUENOS AIRES,PAMPEANA,GNC,699.0,2024-08-12 13:40:00,YPF,-38.04369,-57.54414,"{""type"":""Point"",""coordinates"":[-57.54414,-38.04369]}",BA,-0.6639876501080415,-1.0043347082285699,13
2024-08,BASSO INDEPENDENCIA S.A.,AVDA INDEPENDENCIA 1380,MAR DEL PLATA,BUENOS AIRES,PAMPEANA,GNC,699.0,2024-08-12 13:45:00,YPF,-37.99395,-57.55052,"{""type"":""Point"",""coordinates"":[-57.55052,-37.99395]}",BA,-0.6631195233380995,-1.004446060234847,8
2024-08,BATAGLIA MARCELO BENITO,RUTA PROVINCIAL Nº 20 KM 54,URDINARRAIN,ENTRE RIOS,CENTRO,GNC,649.8,2024-08-16 15:49:00,BLANCA,-32.686574,-58.867919,"{""type"":""Point"",""coordinates"":[-58.867919,-32.686574]}",ER,-0.570488337496773,-1.0274390103473279,0
2024-08,BELLGAS SRL,RUTA 9 KM 501.8,BELL VILLE,CORDOBA,CENTRO,GNC,695.5,2024-08-13 15:52:00,PUMA,-32.610132,-62.690632,"{""type"":""Point"",""coordinates"":[-62.690632,-32.610132]}",CBA,-0.5691541729099635,-1.0941579385561178,4
2024-08,BENVEPAZ S.A.,Dorrego 1733,VILLA CONSTITUCION,SANTA FE,CENTRO,GNC,615.9,2024-08-06 14:00:00,BLANCA,-33.233096,-60.328513,"{""type"":""Point"",""coordinates"":[-60.328513,-33.233096]}",SF,-0.5800269458313575,-1.0529311846822018,0
2024-08,BENZIN S.R.L.,AV. ARMADA ARGENTINA 787,CORDOBA,CORDOBA,CENTRO,GNC,599.0,2024-08-01 13:52:00,AXION,-31.458278,-64.211417,"{""type"":""Point"",""coordinates"":[-64.211417,-31.458278]}",CBA,-0.5490505281076967,-1.1207006440210596,8
2024-08,BENZIN S.R.L.,AV. BERNARDO O´HIGGINS 5375,CORDOBA,CORDOBA,,GNC,599.0,2024-08-01 13:46:00,AXION,-31.474566,-64.168404,"{""type"":""Point"",""coordinates"":[-64.168404,-31.474566]}",CBA,-0.5493348073362616,-1.1199499255498993,4
2024-08,BERSAMP SA,MONS. BUFANO 2897,SAN JUSTO,BUENOS AIRES,,GNC,499.0,2024-08-01 06:00:00,SHELL C.A.P.S.A.,-34.68307,-58.570641,"{""type"":""Point"",""coordinates"":[-58.570641,-34.68307]}",BA,-0.6053337661996697,-1.022250530453584,4
2024-08,"BERTOGLIO,OMAR Y CIOCCOLANTI ,LEONDINO  S.DE H.",RUTA Nº6 KM.28-,TANCACHA,CORDOBA,CENTRO,GNC,670.0,2024-08-07 16:40:00,BLANCA,-32.232936,-63.990845,"{""type"":""Point"",""coordinates"":[-63.990845,-32.232936]}",CBA,-0.562570860784611,-1.1168509363833508,0
2024-08,BIACOMAC DEL SUR SOCIEDAD ANONIMA,AV LOS QUILMES 702 BERNAL OESTE,BERNAL,BUENOS AIRES,,GNC,460.0,2024-08-01 08:00:00,YPF,-34.72016,-58.30397,"{""type"":""Point"",""coordinates"":[-58.30397,-34.72016]}",BA,-0.6059811088192344,-1.0175962434839982,4
2024-08,BIGLIARDI PEÑA FEO S.H.,CNO GRAL BELGRANO Y MOSCONI,QUILMES,BUENOS AIRES,PAMPEANA,GNC,529.0,2024-08-01 14:48:00,YPF,-34.769136,-58.283808,"{""type"":""Point"",""coordinates"":[-58.283808,-34.769136]}",BA,-0.6068359012736912,-1.0172443502002113,4
2024-08,BIGO GAS S.A,BILLINGHURST 1209,CAPITAL FEDERAL,CAPITAL FEDERAL,PAMPEANA,GNC,495.0,2024-08-01 11:46:00,BLANCA,-34.595479,-58.413661,"{""type"":""Point"",""coordinates"":[-58.413661,-34.595479]}",CABA,-0.6038050148545553,-1.0195107125938034,0
2024-09,BJA GNC DE BARON JOSE ANTONIO,AV. ALMAFUERTE 2520,PARANA,ENTRE RIOS,CENTRO,GNC,677.9,2024-09-03 13:00:00,BLANCA,-31.758048,-60.485347,"{""type"":""Point"",""coordinates"":[-60.485347,-31.758048]}",ER,-0.5542825016064001,-1.0556684543612747,0
2024-08,BLANCO Y ASOCIADOS S.A.,ARDOINO 634,RAMOS MEJIA,BUENOS AIRES,PAMPEANA,GNC,449.0,2024-08-05 11:13:00,YPF,-34.63931,-58.55687,"{""type"":""Point"",""coordinates"":[-58.55687,-34.63931]}",BA,-0.604570010118997,-1.022010181162292,9
2024-08,BLESER  S.R.L.,AV. DEL LIBERTADOR 5951,MORENO,BUENOS AIRES,PAMPEANA,GNC,569.0,2024-08-08 09:00:00,PUMA,-34.60008,-58.758166,"{""type"":""Point"",""coordinates"":[-58.758166,-34.60008]}",BA,-0.6038853174534395,-1.0255234591333866,4
2024-08,BLESER  S.R.L.,JULIO A. ROCA 3201,MORENO,BUENOS AIRES,PAMPEANA,GNC,569.0,2024-08-08 09:00:00,PUMA,-34.59012,-58.74159,"{""type"":""Point"",""coordinates"":[-58.74159,-34.59012]}",BA,-0.603711482659941,-1.0252341533565759,4
