indice_tiempo,empresa,direccion,localidad,provincia,region,producto,precio,fecha_vigencia,empresabandera,latitud,longitud,geojson,abreviatura_provincia,latitud_rad,longitud_rad,cantidad_estaciones_alrededor
2024-09,LIBERTY LION S.R.L.,Av. Brigadier Juan Manuel de Rosas 2169,JOSE LEON SUAREZ,BUENOS AIRES,,Gas Oil Grado 3,1334.0,2024-09-01 04:55:00,YPF,-34.52658,-58.5732,"{""type"":""Point"",""coordinates"":[-58.5732,-34.52658]}",BA,-0.6026025004532238,-1.0222951934291427,4
2024-09,LICAFRA S.A.,AV. MITRE 5525,WILDE,BUENOS AIRES,PAMPEANA,Gas Oil Grado 3,1398.0,2024-09-04 15:10:00,AXION,-34.69806,-58.3253,"{""type"":""Point"",""coordinates"":[-58.3253,-34.69806]}",BA,-0.6055953910545436,-1.0179685222134487,3
2024-09,LIDA SAS,9 de Julio de 1816 Nº 2120,S.M. DE TUCUMAN,TUCUMAN,,Gas Oil Grado 3,1415.0,2024-09-01 01:02:00,AXION,-26.860121,-65.211543,"{""type"":""Point"",""coordinates"":[-65.211543,-26.860121]}",T,-0.46879754893407183,-1.1381561356558607,3
2024-09,LIDER COMBUSTIBLES S.A,AVDA ALBERDI 1224,SAN JORGE,SANTA FE,CENTRO,Gas Oil Grado 3,1375.0,2024-09-01 00:00:00,YPF,-31.89647,-61.85674,"{""type"":""Point"",""coordinates"":[-61.85674,-31.89647]}",SF,-0.5566984212635957,-1.0796037775500773,3
2024-09,LIEBANA SRL,AV ROCA 2251,MORENO,BUENOS AIRES,PAMPEANA,Gas Oil Grado 3,1361.0,2024-09-01 00:00:00,YPF,-34.602223,-58.724553,"{""type"":""Point"",""coordinates"":[-58.724553,-34.602223]}",BA,-0.6039227198593099,-1.0249368016119136,3
2024-09,LIERES S.A.,Av Santa Fe 2900,MARTINEZ,BUENOS AIRES,,Gas Oil Grado 3,1383.0,2024-09-02 12:51:00,SHELL C.A.P.S.A.,-34.49751,-58.49742,"{""type"":""Point"",""coordinates"":[-58.49742,-34.49751]}",BA,-0.602095133239669,-1.0209725829219813,2
2024-09,LIFERNI S.R.L,RUTA PROVINCIAL 6 KM. 203,MONTE BUEY,CORDOBA,CENTRO,Gas Oil Grado 3,1375.0,2024-09-01 22:00:00,PUMA,-32.92602,-62.44737,"{""type"":""Point"",""coordinates"":[-62.44737,-32.92602]}",CBA,-0.5746674585775033,-1.0899122157111314,7
2024-09,LIFERNI SRL,URQUIZA 621,ROLDAN,SANTA FE,CENTRO,Gas Oil Grado 3,1408.0,2024-09-02 00:00:00,PUMA,-32.905804,-60.908513,"{""type"":""Point"",""coordinates"":[-60.908513,-32.905804]}",SF,-0.5743146228159203,-1.063054094343769,7
2024-09,LIGUX S.A.,MONSEÑOR BUFANO 790,VILLA LUZURIAGA,BUENOS AIRES,PAMPEANA,Gas Oil Grado 3,1397.0,2024-09-01 06:00:00,SHELL C.A.P.S.A.,-34.670717,-58.594739,"{""type"":""Point"",""coordinates"":[-58.594739,-34.670717]}",BA,-0.6051181656771709,-1.0226711198967295,3
2024-08,LINFIS SRL,AVDA SAVIO 651,SAN NICOLAS,BUENOS AIRES,PAMPEANA,Gas Oil Grado 3,1385.0,2024-08-08 09:34:00,AXION,-33.347087,-60.207165,"{""type"":""Point"",""coordinates"":[-60.207165,-33.347087]}",BA,-0.5820164640989983,-1.0508132625414919,8
2024-09,LIQUID GAS S.A,HIPOLITO YRIGOYEN 20,MORON,BUENOS AIRES,PAMPEANA,Gas Oil Grado 3,1334.0,2024-09-01 00:00:00,YPF,-34.66054,-58.60785,"{""type"":""Point"",""coordinates"":[-58.60785,-34.66054]}",BA,-0.6049405435191954,-1.0228999500149587,3
2024-09,LIRHE S.A.,AV. DE MAYO 16/18,VILLA ADELINA,BUENOS AIRES,PAMPEANA,Gas Oil Grado 3,1372.0,2024-09-01 08:08:00,SHELL C.A.P.S.A.,-34.509253,-58.539497,"{""type"":""Point"",""coordinates"":[-58.539497,-34.509253]}",BA,-0.6023000872537307,-1.0217069651113428,8
2024-09,LIRHE S.A.,AV. MITRE 4297,MUNRO,BUENOS AIRES,PAMPEANA,Gas Oil Grado 3,1372.0,2024-09-01 08:07:00,SHELL C.A.P.S.A.,-34.513066,-58.530983,"{""type"":""Point"",""coordinates"":[-58.530983,-34.513066]}",BA,-0.6023666366581093,-1.0215583677788282,8
2024-09,LISI LENCI S R L,RIVADAVIA 1259,FIGHIERA,SANTA FE,CENTRO,Gas Oil Grado 3,1375.0,2024-09-01 00:00:00,YPF,-33.19,-60.46826,"{""type"":""Point"",""coordinates"":[-60.46826,-33.19]}",SF,-0.5792747787369179,-1.0553702299519865,3
2024-09,LISI-LENCI S.R.L.,RUTA 21 KM 247,VILLA CONSTITUCION,SANTA FE,CENTRO,Gas Oil Grado 3,1379.0,2024-09-01 20:30:00,PUMA,-33.2514,-60.30689,"{""type"":""Point"",""coordinates"":[-60.30689,-33.2514]}",SF,-0.5803464108976424,-1.0525537921380432,3
2024-09,LITELS S.A.,RUTA 205 KM.96,LOBOS,BUENOS AIRES,PAMPEANA,Gas Oil Grado 3,1428.0,2024-09-02 14:29:00,SHELL C.A.P.S.A.,-35.16631,-59.05199,"{""type"":""Point"",""coordinates"":[-59.05199,-35.16631]}",BA,-0.6137678952770071,-1.0306516553547664,3
2024-09,LITO ENERGIA S.A.S.,MINUZZI Nº 439,GODOY CRUZ,MENDOZA,,Gas Oil Grado 3,1369.0,2024-09-03 06:20:00,GULF,-32.909198,-68.838428,"{""type"":""Point"",""coordinates"":[-68.838428,-32.909198]}",Mza,-0.5743738592907329,-1.201457220497055,4
2024-09,LJP SA,AV. ECHEVERRY 315,MERLO,BUENOS AIRES,PAMPEANA,Gas Oil Grado 3,1369.0,2024-09-01 00:00:00,YPF,-34.6978,-58.75179,"{""type"":""Point"",""coordinates"":[-58.75179,-34.6978]}",BA,-0.6055908531984885,-1.0254121769402793,3
2024-09,LLADO GASTON PABLO,AV. ARTURO ILLIA 840,CNEL. SUAREZ,BUENOS AIRES,,Gas Oil Grado 3,1375.0,2024-09-03 09:25:00,PUMA,-37.471871,-61.949929,"{""type"":""Point"",""coordinates"":[-61.949929,-37.471871]}",BA,-0.6540075258325801,-1.0812302324267182,3
2024-09,LLANTAY S.R.L.,AV. PRESIDENTE CASTILLO 1160,CATAMARCA,CATAMARCA,NOA,Gas Oil Grado 3,1375.0,2024-09-01 00:00:00,AXION,-28.45948,-65.75496,"{""type"":""Point"",""coordinates"":[-65.75496,-28.45948]}",C,-0.4967116294054758,-1.1476405515171706,3
2024-09,LLORVANDI HERMANOS S.R.L.,URUGUAY 390,FRIAS,SANTIAGO DEL ESTERO,NOA,Gas Oil Grado 3,1441.0,2024-09-01 14:02:00,SHELL C.A.P.S.A.,-28.62748,-65.12395,"{""type"":""Point"",""coordinates"":[-65.12395,-28.62748]}",SE,-0.49964378254882624,-1.136627349404161,7
2024-09,LOGISTICA ACTIVA SA,ESPAÑA Nº 712,CALEUFU,LA PAMPA,,Gas Oil Grado 3,1389.0,2024-09-01 14:40:00,BLANCA,-36.157086,-63.849408,"{""type"":""Point"",""coordinates"":[-63.849408,-36.157086]}",LP,-0.6310601986267464,-1.1143823950492076,7
2024-09,LOGISTICA ACTIVA SA,Sarmiento Nº 1315,COLONIA BARON,LA PAMPA,PATAGONIA,Gas Oil Grado 3,1389.0,2024-09-01 15:10:00,BLANCA,-36.15459,-63.85298,"{""type"":""Point"",""coordinates"":[-63.85298,-36.15459]}",LP,-0.6310166352086166,-1.1144447382100888,7
2024-08,LOGRACOMB S.A.,RUTA 200 KM. 35,MERLO,BUENOS AIRES,PAMPEANA,Gas Oil Grado 3,1424.0,2024-08-01 10:17:00,SHELL C.A.P.S.A.,-34.685575,-58.763434,"{""type"":""Point"",""coordinates"":[-58.763434,-34.685575]}",BA,-0.6053774866974322,-1.0256154030783815,3
2024-09,LOGROS S.H.,AV. LUJAN 2146,SANTO TOME,SANTA FE,CENTRO,Gas Oil Grado 3,1375.0,2024-09-02 13:45:00,GULF,-31.66691,-60.7647,"{""type"":""Point"",""coordinates"":[-60.7647,-31.66691]}",SF,-0.5526918434327176,-1.0605440839865983,3
2024-09,LOLAPALUZA S.A.,Uruguay 3160,BECCAR,BUENOS AIRES,PAMPEANA,Gas Oil Grado 3,1345.0,2024-09-01 00:00:00,YPF,-34.466195,-58.55521,"{""type"":""Point"",""coordinates"":[-58.55521,-34.466195]}",BA,-0.601548583384407,-1.0219812086967088,7
2024-09,LOMALI S.A,Hipolito Yrigoyen 15601,BURZACO,BUENOS AIRES,PAMPEANA,Gas Oil Grado 3,1438.0,2024-09-02 09:59:00,AXION,-34.8356,-58.40183,"{""type"":""Point"",""coordinates"":[-58.40183,-34.8356]}",BA,-0.6079959169077367,-1.01930422269,9
2024-09,LOMA S.A.C.I.A.,RUTA NAC. 34 KM 1285 Y ACC. A YUTO,YUTO,JUJUY,NOA,Gas Oil Grado 3,1400.0,2024-09-01 00:00:00,YPF,-23.58625,-64.51067,"{""type"":""Point"",""coordinates"":[-64.51067,-23.58625]}",J,-0.41165772069851253,-1.1259235941675305,3
2024-08,LOMAS DE ESCOBAR PETROLEO S.A.,AV. CONSTITUYENTES 1507 Y COLECTORA PANAMERICANA OESTE (RAMAL PILAR),ESCOBAR,BUENOS AIRES,PAMPEANA,Gas Oil Grado 3,1389.0,2024-08-02 18:22:00,SHELL C.A.P.S.A.,-34.454148,-58.733107,"{""type"":""Point"",""coordinates"":[-58.733107,-34.454148]}",BA,-0.6013383235694193,-1.025086097076129,7
2024-08,LOMBARDO MARCELO,centenario 331,JAUREGUI,BUENOS AIRES,PAMPEANA,Gas Oil Grado 3,1359.0,2024-08-05 12:15:00,DAPSA S.A.,-34.60197,-59.17616,"{""type"":""Point"",""coordinates"":[-59.17616,-34.60197]}",BA,-0.6039183041763023,-1.0328188306869677,4
2024-09,LOMFAKO S.A,RUTA NAC. 14 KM. 46.5,GUALEGUAYCHU,ENTRE RIOS,CENTRO,Gas Oil Grado 3,1454.0,2024-09-04 15:58:00,AXION,-33.116304,-58.650293,"{""type"":""Point"",""coordinates"":[-58.650293,-33.116304]}",ER,-0.5779885408913682,-1.0236407201093827,3
2024-09,LONGHAI S.A.,AVDA. LIBERTAD 4983,MAR DEL PLATA,BUENOS AIRES,PAMPEANA,Gas Oil Grado 3,1408.0,2024-09-01 00:00:00,PUMA,-37.981505,-57.565994,"{""type"":""Point"",""coordinates"":[-57.565994,-37.981505]}",BA,-0.6629023171126889,-1.0047161324833007,4
2024-08,LOPEMA S.A.,RUTA 197 E ITALIA - EL TALAR,TIGRE,BUENOS AIRES,PAMPEANA,Gas Oil Grado 3,1401.0,2024-08-01 14:15:00,SHELL C.A.P.S.A.,-34.473661,-58.659844,"{""type"":""Point"",""coordinates"":[-58.659844,-34.473661]}",BA,-0.601678889666361,-1.0238074165062405,8
2024-09,LOPEZ ALBERTO,CNO.GRAL.BELGRANO 1587,LANUS,BUENOS AIRES,PAMPEANA,Gas Oil Grado 3,1393.0,2024-09-01 19:26:00,SHELL C.A.P.S.A.,-34.69536,-58.370235,"{""type"":""Point"",""coordinates"":[-58.370235,-34.69536]}",BA,-0.6055482671647399,-1.0187527859128325,7
2024-09,LOPEZ FERRAROTI E HIJOS,JUAN MANUEL DE ROSAS 7888,ISIDRO CASANOVA,BUENOS AIRES,PAMPEANA,Gas Oil Grado 3,1355.0,2024-09-01 00:00:00,YPF,-34.71207,-58.59002,"{""type"":""Point"",""coordinates"":[-58.59002,-34.71207]}",BA,-0.605839911682748,-1.0225887578093282,3
2024-09,"LOPEZ, OSCAR RAÚL",MORENO 595,SAN JERONIMO,SANTA FE,CENTRO,Gas Oil Grado 3,1395.0,2024-09-03 09:28:00,DAPSA S.A.,-31.55513,-61.07547,"{""type"":""Point"",""coordinates"":[-61.07547,-31.55513]}",SF,-0.5507409143948383,-1.0659680437030212,7
2024-09,LOREN SERVIS S.A.,AV SARALEGUI 312,DUDIGNAC,BUENOS AIRES,PAMPEANA,Gas Oil Grado 3,1375.0,2024-09-01 00:00:00,YPF,-35.65136,-60.71102,"{""type"":""Point"",""coordinates"":[-60.71102,-35.65136]}",BA,-0.6222336148138056,-1.0596071912441278,3
2024-09,LORENZA CAYO,sin calle km 1193,SAN PEDRO,JUJUY,NOA,Gas Oil Grado 3,1426.0,2024-09-01 00:00:00,YPF,-24.22983,-64.88068,"{""type"":""Point"",""coordinates"":[-64.88068,-24.22983]}",J,-0.42289031069849764,-1.1323814869328346,3
2024-08,LORETO COMBUSTIBLES SRL,25 DE MAYO Y JUAN B. ALBERDI,LORETO,SANTIAGO DEL ESTERO,NOA,Gas Oil Grado 3,1388.0,2024-08-06 16:00:00,SHELL C.A.P.S.A.,-28.305392,-64.187956,"{""type"":""Point"",""coordinates"":[-64.187956,-28.305392]}",SE,-0.49402228646766283,-1.1202911723252493,3
2024-08,LOS ABEDULES,BELGRANO Y PTO MORENO,EL BOLSON,RIO NEGRO,PATAGONIA,Gas Oil Grado 3,1334.0,2024-08-01 00:00:00,PUMA,-41.967904,-71.535157,"{""type"":""Point"",""coordinates"":[-71.535157,-41.967904]}",RN,-0.7324781049608983,-1.2485240205810693,7
2024-09,LOSANO Y CIA.S.A.,Moreno 850,HERNANDO,CORDOBA,CENTRO,Gas Oil Grado 3,1417.0,2024-09-02 09:23:00,AXION,-32.43448,-63.727842,"{""type"":""Point"",""coordinates"":[-63.727842,-32.43448]}",CBA,-0.5660884671722505,-1.1122606680907283,3
2024-09,LOSANO Y CIA.S.A.,RUTA 9 KM. 552,VILLA MARIA,CORDOBA,CENTRO,Gas Oil Grado 3,1416.0,2024-09-02 09:22:00,AXION,-32.4341,-63.18388,"{""type"":""Point"",""coordinates"":[-63.18388,-32.4341]}",CBA,-0.5660818349210929,-1.1027667401849948,7
2024-09,LOS ARGENTINOS SRL,AV. FLORENCIO VARELA 710,EZPELETA,BUENOS AIRES,PAMPEANA,Gas Oil Grado 3,1356.0,2024-09-01 00:00:00,YPF,-34.75196,-58.22678,"{""type"":""Point"",""coordinates"":[-58.22678,-34.75196]}",BA,-0.6065361235213685,-1.0162490238343838,8
2024-09,LOS ARIANOS S.R.L.,PABLO RECAGNO N°609,MARIA SUSANA,SANTA FE,CENTRO,Gas Oil Grado 3,1424.0,2024-09-05 08:55:00,BLANCA,-32.26178,-61.90288,"{""type"":""Point"",""coordinates"":[-61.90288,-32.26178]}",SF,-0.5630742835540562,-1.0804090724669475,3
2024-09,LOS CERRITOS S.A.,AV.9 DE JULIO Y ACONCAGUA,JARDIN DE AMERICA,MISIONES,NEA,Gas Oil Grado 3,1496.0,2024-09-04 19:49:00,AXION,-27.03734,-55.22739,"{""type"":""Point"",""coordinates"":[-55.22739,-27.03734]}",Ms,-0.47189060398116367,-0.9638997927829912,3
2024-09,LOS CERRITOS S.A.,Ruta Nac 12 y Sargento Cabral,SAN IGNACIO,MISIONES,NEA,Gas Oil Grado 3,1514.0,2024-09-04 19:51:00,AXION,-27.26741,-55.53936,"{""type"":""Point"",""coordinates"":[-55.53936,-27.26741]}",Ms,-0.47590608299122705,-0.9693446964504379,3
2024-09,LOS COLORES MAGICOS S.A.,AV. MARQUEZ 668,VILLA BOSCH,BUENOS AIRES,PAMPEANA,Gas Oil Grado 3,1357.0,2024-09-04 12:59:00,DAPSA S.A.,-34.569831,-58.590785,"{""type"":""Point"",""coordinates"":[-58.590785,-34.569831]}",BA,-0.6033573728080038,-1.0226021095781057,4
2024-08,LOS CUATRO CASAL S.R.L.,Ruta 210 20815,GLEW,BUENOS AIRES,PAMPEANA,Gas Oil Grado 3,1410.0,2024-08-01 20:12:00,SHELL C.A.P.S.A.,-34.888057,-58.389851,"{""type"":""Point"",""coordinates"":[-58.389851,-34.888057]}",BA,-0.6089114642734554,-1.0190951496989036,6
2024-08,LOS ENCINOS S.A.,H. YRIGOYEN 9907,TEMPERLEY,BUENOS AIRES,PAMPEANA,Gas Oil Grado 3,1360.0,2024-08-09 13:44:00,PUMA,-34.77145,-58.405093,"{""type"":""Point"",""coordinates"":[-58.405093,-34.77145]}",BA,-0.6068762881925823,-1.0193611727834926,8
2024-09,LOS ESTRIBOS DE GIECO E HIJOS SRL,V. URQUIZA Y 3 FEBRERO,VIALE,ENTRE RIOS,CENTRO,Gas Oil Grado 3,1419.0,2024-09-01 06:24:00,GULF,-31.870128,-60.011961,"{""type"":""Point"",""coordinates"":[-60.011961,-31.870128]}",ER,-0.5562386666320354,-1.0474063100284288,7
2024-08,LOS OLIVOS GAS S.A.,122 e/46 y 47 bis  Nº 716,ENSENADA,BUENOS AIRES,PAMPEANA,Gas Oil Grado 3,1380.0,2024-08-01 10:59:00,AXION,-34.898552,-57.938375,"{""type"":""Point"",""coordinates"":[-57.938375,-34.898552]}",BA,-0.6090946365784522,-1.0112154070051695,9
2024-08,LOS PARAISOS S.R.L.,BV. LOS GRANADEROS 1824,CORDOBA,CORDOBA,CENTRO,Gas Oil Grado 3,1368.0,2024-08-07 06:00:00,SHELL C.A.P.S.A.,-31.382706,-64.198632,"{""type"":""Point"",""coordinates"":[-64.198632,-31.382706]}",CBA,-0.5477315478853796,-1.1204775036761923,3
2024-09,LOS PUENTES SRL,RUTA 144 KM 01,SAN RAFAEL,MENDOZA,CUYO,Gas Oil Grado 3,1334.0,2024-09-01 00:00:00,YPF,-34.65159,-68.38028,"{""type"":""Point"",""coordinates"":[-68.38028,-34.65159]}",Mza,-0.6047843365511418,-1.193461029435628,3
2024-09,LOS QUIRQUINCHOS COMBUSTIBLES S.A.,RUTA PROVINCIAL Nº 93 KM 21,LOS QUIRQUINCHOS,SANTA FE,CENTRO,Gas Oil Grado 3,1375.0,2024-09-01 00:00:00,YPF,-33.384808,-61.71145,"{""type"":""Point"",""coordinates"":[-61.71145,-33.384808]}",SF,-0.5826748197461431,-1.0770679886798546,3
2024-09,LOS SAUCES S.A.,AV. ITALIA NÂ°  955,FORMOSA,FORMOSA,NEA,Gas Oil Grado 3,1461.0,2024-09-01 00:00:00,AXION,-26.16806,-58.182104,"{""type"":""Point"",""coordinates"":[-58.182104,-26.16806]}",F,-0.45671880585942737,-1.015469280537763,3
2024-09,LOS SAUCES S.R.L.,Avenida Ballofet 1810,SAN RAFAEL,MENDOZA,CUYO,Gas Oil Grado 3,1373.0,2024-09-01 09:20:00,SHELL C.A.P.S.A.,-34.62833,-68.358315,"{""type"":""Point"",""coordinates"":[-68.358315,-34.62833]}",Mza,-0.604378372967128,-1.1930776678654276,3
2024-09,LOS TEPUES S.A.,AV. ESPORA 3099,VALERIA DEL MAR,BUENOS AIRES,PAMPEANA,Gas Oil Grado 3,1375.0,2024-09-01 00:00:00,YPF,-37.13993,-56.91111,"{""type"":""Point"",""coordinates"":[-56.91111,-37.13993]}",BA,-0.6482140624602176,-0.9932862504646701,4
2024-09,LOS VASCOS SRL,CENTENARIO 302,ACEBAL,SANTA FE,CENTRO,Gas Oil Grado 3,1375.0,2024-09-02 14:28:00,GULF,-33.23948,-60.83413,"{""type"":""Point"",""coordinates"":[-60.83413,-33.23948]}",SF,-0.5801383676508047,-1.061755866086258,3
2024-09,LOS VASCOS SRL,RUTA 18 KM 28.5,CARMEN DEL SAUCE,SANTA FE,CENTRO,Gas Oil Grado 3,1375.0,2024-09-02 14:36:00,BLANCA,-33.24652,-60.76466,"{""type"":""Point"",""coordinates"":[-60.76466,-33.24652]}",SF,-0.5802612388301451,-1.0605433858548976,3
2024-08,LPAVONE SAS,AV FUERZA AEREA  ARGENTINA 3735,CORDOBA,CORDOBA,,Gas Oil Grado 3,1387.0,2024-08-31 22:04:00,PUMA,-31.43233,-64.23708,"{""type"":""Point"",""coordinates"":[-64.23708,-31.43233]}",CBA,-0.5485976500733892,-1.1211485478669991,4
2024-08,LPAVONE SAS,AV FUERZA AEREA ARGENTINA 4780,CORDOBA,CORDOBA,,Gas Oil Grado 3,1387.0,2024-08-31 22:02:00,PUMA,-31.43264,-64.24875,"{""type"":""Point"",""coordinates"":[-64.24875,-31.43264]}",CBA,-0.5486030605940704,-1.1213522277907069,9
2024-09,LUBRE S.R.L.,AUTOPISTA RUTA NAC. 38 KM 779,FAMAILLA,TUCUMAN,,Gas Oil Grado 3,1400.0,2024-09-01 00:00:00,YPF,-27.038045,-65.378654,"{""type"":""Point"",""coordinates"":[-65.378654,-27.038045]}",T,-0.4719029085523902,-1.1410727728221608,3
2024-08,LUBRICANTES SAN LORENZO SRL,BV. URQUIZA Y MANDOLINI,SAN LORENZO,SANTA FE,,Gas Oil Grado 3,1386.0,2024-08-06 09:44:00,AXION,-32.747483,-60.75587,"{""type"":""Point"",""coordinates"":[-60.75587,-32.747483]}",SF,-0.5715514000908702,-1.0603899714136473,3
2024-09,LUBRICANTES Y COMBUSTIBLES D´ATRI SRL,AGUSTIN M GARCIA 9647,BENAVIDEZ,BUENOS AIRES,,Gas Oil Grado 3,1400.0,2024-09-02 06:30:00,AXION,-34.39271,-58.663366,"{""type"":""Point"",""coordinates"":[-58.663366,-34.39271]}",BA,-0.600266028183579,-1.023868887002496,3
2024-09,LUBRICANTES Y COMBUSTIBLES D´ATRI SRL,AV HIPOLITO YRIGOYEN 446,GRAL. PACHECO,BUENOS AIRES,,Gas Oil Grado 3,1428.0,2024-09-01 10:18:00,AXION,-34.45721,-58.62828,"{""type"":""Point"",""coordinates"":[-58.62828,-34.45721]}",BA,-0.6013917655511154,-1.023256520781141,3
2024-09,LUBRICAR S.A.,Cacique Bravo Esq Marquez de Sobremonte 762,VILLA REDUCCION,CORDOBA,,Gas Oil Grado 3,1389.0,2024-09-03 10:41:00,PUMA,-33.196926,-63.861364,"{""type"":""Point"",""coordinates"":[-63.861364,-33.196926]}",CBA,-0.579395660240911,-1.1145910666145762,3
2024-09,LUBRICOM S.A.C.A.I.F.I.,MORENO 26,GUALEGUAY,ENTRE RIOS,CENTRO,Gas Oil Grado 3,1419.0,2024-09-01 00:00:00,YPF,-33.13228,-59.3146,"{""type"":""Point"",""coordinates"":[-59.3146,-33.13228]}",ER,-0.5782673746926669,-1.0352350645034285,9
2024-09,LUBRICOM S.R.L.,ESPAÑA 495,FORMOSA,FORMOSA,NEA,Gas Oil Grado 3,1461.0,2024-09-02 09:30:00,AXION,-26.18236,-58.16996,"{""type"":""Point"",""coordinates"":[-58.16996,-26.18236]}",F,-0.45696838794246253,-1.0152573277534007,3
2024-09,LUCAM S.A.,av.alem 1615,CORDOBA,CORDOBA,CENTRO,Gas Oil Grado 3,1375.0,2024-09-01 00:00:00,YPF,-31.38589,-64.15984,"{""type"":""Point"",""coordinates"":[-64.15984,-31.38589]}",CBA,-0.5477871191687631,-1.1198004555527588,3
2024-09,LUCAM S.A.,circunvalacion esq capdevila 6000,CORDOBA,CORDOBA,CENTRO,Gas Oil Grado 3,1375.0,2024-09-01 00:00:00,YPF,-31.37682,-64.12626,"{""type"":""Point"",""coordinates"":[-64.12626,-31.37682]}",CBA,-0.5476288178056071,-1.119214373989939,3
2024-09,LUCAM S.A.,esquiu y libertad 700,CORDOBA,CORDOBA,CENTRO,Gas Oil Grado 3,1375.0,2024-09-01 00:00:00,YPF,-31.41061,-64.17279,"{""type"":""Point"",""coordinates"":[-64.17279,-31.41061]}",CBA,-0.5482185645598561,-1.120026475690892,3
2024-09,LUCENTE SERVICIOS SAS,RIVADAVIA 199,VIEDMA,RIO NEGRO,,Gas Oil Grado 3,1352.0,2024-09-01 02:44:00,PUMA,-40.812409,-62.990975,"{""type"":""Point"",""coordinates"":[-62.990975,-40.812409]}",RN,-0.7123109127205665,-1.0993999127914351,3
2024-09,LUCIANI HNOS,LOS ANDES Y BELGRANO,PEREZ MILLAN,BUENOS AIRES,PAMPEANA,Gas Oil Grado 3,1375.0,2024-09-01 00:00:00,YPF,-33.77104,-60.10025,"{""type"":""Point"",""coordinates"":[-60.10025,-33.77104]}",BA,-0.5894158398227058,-1.048947243771722,3
2024-09,LUCIANO MOZZON,J.D.PERON 471,EMBALSE,CORDOBA,CENTRO,Gas Oil Grado 3,1375.0,2024-09-01 00:00:00,YPF,-32.20088,-64.40304,"{""type"":""Point"",""coordinates"":[-64.40304,-32.20088]}",CBA,-0.5620113780395917,-1.1240450962936088,3
2024-09,LUEY GAS S.A,Camino General Belgrano 3925,SAN FRANCISCO SOLANO,BUENOS AIRES,PAMPEANA,Gas Oil Grado 3,1356.0,2024-09-01 00:00:00,YPF,-34.76332,-58.29183,"{""type"":""Point"",""coordinates"":[-58.29183,-34.76332]}",BA,-0.6067343929243951,-1.0173843605128061,3
2024-09,LUFRANGO S.A.,CHACABUCO Y MASTROPIETRO,LOBOS,BUENOS AIRES,PAMPEANA,Gas Oil Grado 3,1428.0,2024-09-02 14:27:00,SHELL C.A.P.S.A.,-35.18193,-59.091927,"{""type"":""Point"",""coordinates"":[-59.091927,-35.18193]}",BA,-0.6140405157061687,-1.0313486874981352,4
2024-09,LUICO S.A.,AV. LIBERTADOR Nº311,SAN FRANCISCO,CORDOBA,CENTRO,Gas Oil Grado 3,1375.0,2024-09-01 00:00:00,YPF,-31.432944,-62.085576,"{""type"":""Point"",""coordinates"":[-62.085576,-31.432944]}",CBA,-0.5486083663949964,-1.083597719197171,3
2024-09,LUICO SA,BV 25 DE MAYO 2751,SAN FRANCISCO,CORDOBA,,Gas Oil Grado 3,1375.0,2024-09-01 00:00:00,YPF,-31.427823,-62.096764,"{""type"":""Point"",""coordinates"":[-62.096764,-31.427823]}",CBA,-0.5485189880840019,-1.083792986633884,3
2024-09,LUICO S.A.,RUTA NACIONAL 9 KM 803 LAS PEÑAS,LAS PEÑAS,CORDOBA,CENTRO,Gas Oil Grado 3,1375.0,2024-09-01 00:00:00,YPF,-30.56119,-64.00381,"{""type"":""Point"",""coordinates"":[-64.00381,-30.56119]}",CBA,-0.5333933888275658,-1.117077218320872,3
2024-09,LUIGGI COMBUSTIBLES S.R.L.,Acesso Maestro Soraire nº17,INGENIERO LUIGGI,LA PAMPA,PATAGONIA,Gas Oil Grado 3,1392.0,2024-09-01 00:00:00,YPF,-35.38004,-64.47261,"{""type"":""Point"",""coordinates"":[-64.47261,-35.38004]}",LP,-0.6174981874872946,-1.1252593218542213,3
2024-09,LUIS A CARRIZO Y CIA SRL,AV. CIRCUNVALACIÓN ESQ. SANTO DOMINGO,CHILECITO,LA RIOJA,,Gas Oil Grado 3,1400.0,2024-09-01 00:00:00,YPF,-29.163336,-67.509159,"{""type"":""Point"",""coordinates"":[-67.509159,-29.163336]}",LR,-0.5089962340653931,-1.1782570998023625,3
2024-09,LUIS A. CARRIZO Y CIA. S.R.L.,AV. SAN MARTIN ESQ. RUTA 9,SAN JOSE DE LA DORMIDA,CORDOBA,CENTRO,Gas Oil Grado 3,1375.0,2024-09-01 00:00:00,YPF,-30.35373,-63.94053,"{""type"":""Point"",""coordinates"":[-63.94053,-30.35373]}",CBA,-0.5297725287613784,-1.1159727739702099,3
2024-09,LUIS A. CARRIZO Y CIA. S.R.L.,Dr Ricardo Bailbin 8350,CORDOBA,CORDOBA,,Gas Oil Grado 3,1375.0,2024-09-01 00:00:00,YPF,-31.39138,-64.083771,"{""type"":""Point"",""coordinates"":[-64.083771,-31.39138]}",CBA,-0.5478829377446975,-1.118472801044059,3
2024-09,LUIS A. CARRIZO Y CIA. S.R.L.,JOAQUÍN V.GONZÁLEZ Nº 1,CHILECITO,LA RIOJA,NOA,Gas Oil Grado 3,1400.0,2024-09-01 00:00:00,YPF,-29.16433,-67.49591,"{""type"":""Point"",""coordinates"":[-67.49591,-29.16433]}",LR,-0.5090135826381579,-1.1780258611297658,7
